pTec
442, 9983, 6462.9921, 16.152029
443, 33319, 6462.7411, 16.151401
444, 11400, 6462.4901, 16.150774
445, -31763, 6462.2392, 16.150147
446, -16394, 6461.9882, 16.149520
447, 5169, 6461.7372, 16.148892
448, 9282, 6461.4863, 16.148265
449, -19678, 6461.2353, 16.147638
450, -2696, 6460.9843, 16.147011
451, -6526, 6460.7334, 16.146384
452, -9020, 6460.4824, 16.145756
453, 1540, 6460.2314, 16.145129
454, 10783, 6459.9805, 16.144502
455, 9438, 6459.7295, 16.143875
456, 34989, 6459.4785, 16.143248
457, 41718, 6459.2276, 16.142620
458, 568, 6458.9766, 16.141993
459, -2729, 6458.7256, 16.141366
460, -23758, 6458.4747, 16.140739
461, -3053, 6458.2237, 16.140112
462, -13830, 6457.9727, 16.139484
463, -25818, 6457.7218, 16.138857
464, 9670, 6457.4708, 16.138230
465, 3893, 6457.2198, 16.137603
466, -20735, 6456.9689, 16.136976
467, 8360, 6456.7179, 16.136348
468, -36310, 6456.4669, 16.135721
469, -31553, 6456.2160, 16.135094
470, -16137, 6455.9650, 16.134467
471, 21416, 6455.7140, 16.133840
472, 12491, 6455.4631, 16.133212
473, -18880, 6455.2121, 16.132585
474, 18202, 6454.9611, 16.131958
475, 5255, 6454.7102, 16.131331
476, -22236, 6454.4592, 16.130704
477, -20789, 6454.2082, 16.130076
478, 799, 6453.9573, 16.129449
479, 20503, 6453.7063, 16.128822
480, 10574, 6453.4553, 16.128195
481, 8271, 6453.2044, 16.127568
482, 10552, 6452.9534, 16.126940
483, -1698, 6452.7024, 16.126313
484, -21698, 6452.4515, 16.125686
485, -27756, 6452.2005, 16.125059
486, -16699, 6451.9495, 16.124431
487, -5821, 6451.6986, 16.123804
488, -63, 6451.4476, 16.123177
489, 15180, 6451.1966, 16.122550
490, -12488, 6450.9457, 16.121923
491, -13965, 6450.6947, 16.121295
492, 12336, 6450.4437, 16.120668
493, 25968, 6450.1928, 16.120041
494, 1775, 6449.9418, 16.119414
495, 14604, 6449.6908, 16.118787
496, -4429, 6449.4399, 16.118159
497, -30992, 6449.1889, 16.117532
498, -7458, 6448.9379, 16.116905
499, 13392, 6448.6870, 16.116278
500, 18884, 6448.4360, 16.115651
501, 19584, 6448.1850, 16.115023
502, 11300, 6447.9341, 16.114396
503, 38547, 6447.6831, 16.113769
504, 28754, 6447.4321, 16.113142
505, -4257, 6447.1812, 16.112515
506, -12582, 6446.9302, 16.111887
507, -23571, 6446.6792, 16.111260
508, -44377, 6446.4283, 16.110633
509, -24357, 6446.1773, 16.110006
510, -21746, 6445.9263, 16.109379
511, -24072, 6445.6754, 16.108751
512, 1497, 6445.4244, 16.108124
513, -10340, 6445.1734, 16.107497
514, 27925, 6444.9225, 16.106870
515, 23626, 6444.6715, 16.106243
516, 33467, 6444.4205, 16.105615
517, -605, 6444.1696, 16.104988
518, -10824, 6443.9186, 16.104361
519, 11132, 6443.6676, 16.103734
520, 2015, 6443.4167, 16.103106
521, 3693, 6443.1657, 16.102479
522, 20930, 6442.9147, 16.101852
523, -29045, 6442.6638, 16.101225
524, -6952, 6442.4128, 16.100598
525, 3808, 6442.1618, 16.099970
526, -14840, 6441.9109, 16.099343
527, -5449, 6441.6599, 16.098716
528, 1481, 6441.4089, 16.098089
529, -25686, 6441.1580, 16.097462
530, 24367, 6440.9070, 16.096834
531, -2156, 6440.6560, 16.096207
532, -5488, 6440.4051, 16.095580
533, -23016, 6440.1541, 16.094953
534, -20233, 6439.9031, 16.094326
535, -23652, 6439.6522, 16.093698
536, -36236, 6439.4012, 16.093071
537, -19130, 6439.1502, 16.092444
538, -25071, 6438.8993, 16.091817
539, -38704, 6438.6483, 16.091190
540, -32021, 6438.3973, 16.090562
541, -32479, 6438.1464, 16.089935
542, -53311, 6437.8954, 16.089308
543, -40769, 6437.6444, 16.088681
544, -16489, 6437.3935, 16.088054
545, -28183, 6437.1425, 16.087426
546, -6790, 6436.8915, 16.086799
547, -23189, 6436.6405, 16.086172
548, -10127, 6436.3896, 16.085545
549, 6316, 6436.1386, 16.084918
550, 12062, 6435.8876, 16.084290
551, -17784, 6435.6367, 16.083663
552, -26466, 6435.3857, 16.083036
553, -15929, 6435.1347, 16.082409
554, -3930, 6434.8838, 16.081781
555, -53974, 6434.6328, 16.081154
556, -19066, 6434.3818, 16.080527
557, -11155, 6434.1309, 16.079900
558, -1578, 6433.8799, 16.079273
